deal_id,dealname,amount,data_consegna,pipeline_id,dealstage_id,dealtype,description,hs_forecast_probability,hs_deal_stage_probability,art14_trat,campione,pipeline,dealstage
461661165790,26c_ERNST&YOUNG_astuccio umberto,1700.0,2026-03-02,default,1895821532,,,1,0.200000000000000011102230246251565404236316680908203125,false,,Pipeline delle vendite,Preventivo/negoziazione
462535071991,UP26_Marsilio Arte_SHOPPER BACCA,4050.0,2026-03-09,1811568848,2490043623,,,,0.200000000000000011102230246251565404236316680908203125,,,Ufficio Prodotto,SVILUPPO CAMPIONE
462689301720,UP26_Marsilio Arte_POCHETTE MALVA- Nuovo elemento Deal,3600.0,2026-04-30,1811568848,2490043623,,,,0.200000000000000011102230246251565404236316680908203125,,,Ufficio Prodotto,SVILUPPO CAMPIONE
462742814917,UP26_BLASTNESS_SET MASCHERINA,6000.0,2026-04-30,1811568848,2490043623,,,,0.200000000000000011102230246251565404236316680908203125,,,Ufficio Prodotto,SVILUPPO CAMPIONE
462792931569,UP26_Marsilio Arte _ASTUCCIO AGENDA,2700.0,2026-04-30,1811568848,2490043623,,,,0.200000000000000011102230246251565404236316680908203125,,,Ufficio Prodotto,SVILUPPO CAMPIONE
464835817661,26_BAULI_festadonna pchiavi,4160.0,2026-03-02,default,closedwon,,"Ciao a tutti, 
In allegato ACCORDO DI FORNITURA QUID_ BAULI per 
1300 PORTACHIAVI CUORE con B laserata, 
Importo totale: 4160,00 euro +iva 
Accettano 3% 

Delivery 20-25 Febbraio 2026 

A seguire per operatività: 
@Giulia Pasquali, scusami la richiesta flash, sei in copia su cliente per mandare rendering stile PORTACHIAVI  AIRDOLOMITI, CUORE PIATTO FESTA DELLA DONNA con B Laserata + ANELLA + Proposta pellami. Non vogliono campioni si fidano. 
Quindi fare scheda costi di prodotto completamente fatto in esterna e con tempi consegna 10 gg. 
@Mara Giacomazzi per conferma ordine PO, CRM, MAGO ;AVZ 
@Giulia Pasquali + @Vivian Okoh + @Camilla Eusebio per sblocco fornitore esterno 
@Matteo Bonetti per acquisti 
@Alessandro Ramponi e @Angelo Veltri nessuna operatività su di Voi. 
@Silvia Avesani  pack a riempimento colli senza etichette, hangtag o flyer,, si fanno loro il packaging. 
@Franco Maestrello spedizioni come extra con ricarico. 

Grazie a tutti per la collaborazione. 

Marco Penazzi
",1,1,false,,Pipeline delle vendite,Chiusa/conseguita
464919648444,25_Gruppo Autoserenissima_portachiavi carpetta,31000.0,2026-03-31,default,1895821532,,"Ciao a tutti, 
In allegato ACCORDO FORNITURA AUTOSERENISSIMA QUID per 
1000 CARPETTE IN PELLE con STAMPA (Lor Lor) 
2000 PORTACHIAVI (fornitore esterno) 
Importo totale 31.000 euro + Iva 
Accettano 3% 
Delivery:
1/4 della produzione per fine Marzo 2026 
Poi consegne su Maggio, Luglio e Novembre per 1/4 del totale ogni volta. 
Ref commerciale: @Giorgia Magnabosco. 

Possiamo produrre tutto insieme, soprattutto i portachiavi, ma consegnare a scaglioni. 

A seguire per operatività:
@Alessandra Bertoldi per conferma codici e diba 
@Mara Giacomazzi sei in copia su cliente per conferma ordine, CRM, MAGO, AVZ, 
@Alessandra Bertoldi + @Vivian Okoh/ @Camilla Eusebio sblocco taglio e kit 
@Matteo Bonetti per acquisti. 
@Alessandro Ramponi e @Angelo Veltri per programmazione e produzione 
@Silvia Avesani
CARPETTE, pack singolo in polibag + colli a riempimento 
PORTACHIAVI, pack in scatolina singola + colli a riempimento.

Grazie a tutti per la collaborazione. 

Marco Penazzi
",0.9,0.9,false,,Pipeline delle vendite,Preventivo/negoziazione
464975591644,25_GOLDEN POINT_shopper,30100.0,2026-04-15,default,closedwon,,"Ciao a tutti, 
In allegato ACCORDO DI FORNITURA GOLDEN POINT QUID per 
3500 SHOPPER FOUR STAMPATE ( 2 stampe = 1750 pz vai 1, 1750 pz vai 2) 
Importo totale 30.100 euro + Iva 
Accettano 3% 

Delivery: 15 Aprile come preferenza, consegna max Fine Aprile 2026 
A seguire per operatività: 
@Giulia Pasquali in allegato vedi la scheda rivista da me. Nonostante i 2 colori di stampa, ho sentito Pietro che mi ha spiegato che i prezzi erano per quantità maggiori e che di base il rosso sopra le righe deve essere ripassato… ci accorderebbe euro 1 per singola stampa senza costi impianto. 

Sentirlo per sicurezza e modificare scheda costi a gestionale di riferimento. 

@Mara Giacomazzi sei in copia su cliente per PO, conferma, CRM, MAGO AVZ, 
NB: come al solito ci produrranno e fattureranno il labeling necessario. 
In base a fattura in arrivo con 3% al rialzo, dobbiamo modificare il prezzo alzandolo del corrispettivo unitario. 
Raccordarsi con @Manuele Zanoni + @Matteo Bonetti + @Giulia Pasquali per questa operatività.
@Giulia Pasquali + @Vivian Okoh + @Camilla Eusebio per sblocco taglio e kit 
@Matteo Bonetti per acquisti 
@Alessandro Ramponi e @Angelo Veltri per produzione e programmazione. 
@Silvia Avesani pack con hantag e barcode forniti da clienti, colli a riempimento suddivisi per variante. 
@Franco Maestrello spedizione come extra e ricarico in fattura. 
 
Grazie a tutti per la collaborazione. 

Marco Penazzi
",1,1,true,,Pipeline delle vendite,Chiusa/conseguita
465371827408,26_BIOLINE JATO'_varie,5000.0,2026-07-31,default,1818386657,,,0.6,0.6,false,,Pipeline delle vendite,Lead/Coltivazione
465373971679,26_Comac_varie,5000.0,2026-07-31,default,1818386657,,,0.6,0.6,false,,Pipeline delle vendite,Lead/Coltivazione
465493629130,26_miamo_gift,10000.0,2026-09-30,default,1818386657,,,0.6,0.6,false,,Pipeline delle vendite,Lead/Coltivazione
465495761116,25_TESYA Group,8000.0,2026-04-06,default,presentationscheduled,,"Ciao a tutti, 
In allegato BOZZA DI ACCORDO DI FORNITURA TESYA QUID per 
600 POUCH ESSE con personalizzazione 
Accettano 3% 
Importo TOTALE: 12.000 euro + Iva 
Delivery: primo acconto, se possibile, non tassativo per fine Febbraio 2026, 
Saldo su Marzo anche Aprile, 
Sono welcome Kit per dipendenti che distribuiscono durante l’anno e non su base evento. 

In riferimento a @Martina Cagalli
Entro inizio settimana prossima definiranno ogni dettaglio: MATERIALE, ZIP e PERSONALIZZAZIONE 

A seguire per operatività dopo approvazione di cui sopra a @Martina Cagalli: 
@Mara Giacomazzi sei in copia per ANAGRAFICA NUOVO CLIENTE, PO, conferma ordine, MAGO, AVZ CRM, eventuali portali. 
@Martina Cagalli + @Isabella Delledonne per sblocco taglio e kit 
@Matteo Bonetti per acquisti 
@Angelo Veltri e @Alessandro Ramponi per pianificazione e produzione 
@Martina Liviero + @Vanessa Cento siete in copia per definire contenuti e grafica quindi stampa CARD COLLABO + ogni eventuale che potete spingere come EXTRA. 
@Silvia Avesani polybag singola con CARD DI COLLABO 
@Franco Maestrello spedizione come extra in fattura e ricarico. 

Grazie a tutti per la collaborazione. 

Marco Penazzi
",0.9,0.59999999999999997779553950749686919152736663818359375,false,,Pipeline delle vendite,Presentazione pianificata
465497908457,26_L’ERBOLARIO_ varie,5000.0,2026-07-31,default,1818386657,,,0.6,0.6,false,,Pipeline delle vendite,Lead/Coltivazione
